filename,text,duration,quality_score,prosody_class
pass3_latelick1_006.wav,"You know, that's what... There's a lot of substance to the things that she really has to say. It's one of the things that open her mind. It seems like we're pretty much on the same page. <sigh>",10.0,0.9,excited
batch2_blockparty_making_part3_003.wav,and at the end of the video the nightclub shrinks back down to the size of this,10.0,0.905,emphatic
batch2_last_days_deleted_scenes_035.wav,"And then they, you know, put this like mud. This isn't actual mud because if the water were to get on the actual mud, it would melt back down. When it gets cold, these walls...",10.0,1.0,emphatic
batch2_mtv_cut_mcknight_007.wav,"It's up to you and let us get the word on Mr. Alfred. I know you already got a number over there, so give it up because I got to know what today's winner is going to be. Who is it going to be? Is it going to be M&I or is it going to be Alfred Jackson?",12.7,0.96,excited
confirmed_chunk_04_006.wav,"She be acting. I can't take it anymore. I gotta find me. <sigh> So, but, you know, and also... <laugh>",8.53,0.96,emphatic
batch2_homevideo_1989_today_004.wav,"One thing I'd like to start off by saying, if something fails, if you go out for an audition or something like that, and you don't want to fall already, a lot of producers have come up to me and asked me about auditioning for certain roles in new movies. <sigh>",13.74,0.96,excited
batch4_lisa_writing_waterfalls_001.wav,"to the, to the, um, to get back to, to try to preach for her, where I was staying at, and, um, I begin to write my rap, and the next day, I had one more six-hour pass to where I could go to the studio. <sigh>",12.64,1.0,emphatic
batch2_homevideo_1989_dad_012.wav,"And they're going away for the weekend and she's like, Ron, it's cold. And you know, well, that's the girl over there. We had to tell them, like, he'd have been like, no, the dog's there. All right, all right, the dog can come in the house.",9.79,1.0,excited
batch4_lisa_spiritual_journey_supernova_2001_006.wav,better platform than to reach out to others and give them words of encouragement. <sigh>,8.17,0.965,emphatic
batch2_last_days_deleted_scene2_004.wav,"You know, it's not really the hair that makes the difference. It's what you do with it. A few good hairstylists in the industry, but I'm not going to lie. <sigh> I'm telling you, any hairstylist coming to do, she might change.",10.0,0.887,excited
batch2_last_days_deleted_scenes_057.wav,"Everybody dressed, sitting on the <sigh> couch. We didn't have to leave until 8 o'clock. Are we sitting up on the couch a whole half an hour? Like, what's wrong with daddy? I was like, can we get up a half an hour late? <sigh>",11.08,1.0,excited
batch2_last_days_deleted_scenes_044.wav,"for your skin in case you get bites or for the mosquitoes or whatnot <sigh> and they got all kind of herbs that will take care of any kind of problem if for some reason, God forbid, somebody gets bit by a snake, that shouldn't happen this is what I recommend you do",14.05,1.0,excited
batch2_last_days_deleted_scene2_003.wav,"energy that I didn't know how to control it. <laugh> So the first person that pissed me off in the airport, she snapped some paperwork out of my hands.",10.0,0.887,excited
batch2_blockparty_making_part1_009.wav,"These aren't my dancing shoes. These are just the new shoes that you're going to find in the stores, hopefully by Christmas. All Velcro. Put what you want on. <sigh> Even your shoes.",10.5,0.887,emphatic
confirmed_chunk_03_005.wav,"in your possession. Let me see. Um, we're very similar. <sigh>",9.01,0.885,emphatic
batch2_last_days_deleted_scenes_015.wav,That's how sensitive you're gonna get the art stuff when you get back to the States you're gonna notice a big big big difference So I'm saying why you out here to take advantage try to take a bath every single day in this,10.0,0.948,excited
batch4_lefteye_2001_mtv_supernova_promo_006.wav,"age since 1987. This guy has taught me a lot and I need to share my knowledge, you know, with the world. I mean, I don't just think about what I want to do in 20 years.",10.0,0.9,emphatic
batch2_last_days_deleted_scenes_010.wav,"But let me tell y'all something about the water here. The water that you see coming out, going into that tank over there, it's coming out the ground. <sigh> Now, that's natural water, and it's very...",10.0,0.9,excited
batch2_last_days_deleted_scenes_056.wav,"breakfast, Raina going to get dressed, Ronald going to the bathroom. Rotate! I start making a lunch, Raina come downstairs, Ronald, rotate! And then at 7.30, lunch is packed.",9.53,0.96,excited
confirmed_chunk_00_002.wav,"get the sounds from. We actually pull some of them from movies, some of them from soundtracks. Like anything, then don't even mess with it. It's not one of those things where you jump in and...",10.0,0.887,emphatic
confirmed_chunk_02_002.wav,Still searching. <sigh> And you're gonna have to take me to the shooting range so I can learn how to shoot. Because I don't want to be... We almost clashed. <sigh>,8.64,0.96,emphatic
confirmed_chunk_00_005.wav,"You know the nature of what you're doing, you have to do your homework, you have to understand it, you know, to be successful. It's moving somewhere where it has evolved from and been before, you know, so it doesn't really change.",10.0,0.865,emphatic
batch3_mobo_awards_2000_p1_001.wav,"and many, many more to come. And we're going to set this place on fire, right? For London Today Best Newcomer Award, <sigh> please welcome the man in charge.",10.0,1.0,emphatic
batch2_last_days_deleted_scenes_030.wav,on one like like what you know to cause not as trouble and stuff blame it on the omen grind don't ask me who it was somebody came all up in my face,9.13,0.96,emphatic
batch2_blockparty_making_part1_005.wav,"No, these won't make me jump higher, but they might make me a little extra pocket change. <sigh> I'm going to mark it. No, these aren't my dancing shoes.",10.0,0.887,emphatic
batch4_bbc_radio1_melc_interview_002.wav,"went through something. It was just the first time that it was publicized. It existed. Personal differences, <laugh> you know, when it comes to...",7.0,0.865,emphatic
confirmed_chunk_00_009.wav,"Not a lot of money when the record company has spent $3 million to record your album. And in the line. And I need to share my knowledge, you know, with the world. I mean, I don't.",10.0,0.9,excited
batch2_blockparty_making_part1_004.wav,of this and it's over but the entire time we're in the um wonderful world of letha and it's in my galaxy,10.0,0.94,emphatic
batch3_mtv_cut_finals_014.wav,"With the freeze on Chris Wilson with 26.5 points. When we come, it's competing for that music video. <sigh> But Chris Wilson came out swinging. <sigh> Now.",10.0,0.907,emphatic
batch2_homevideo_1989_dad_015.wav,"So that's the first thing he sees wrong. So he just blows up. And he calls my mom. That was our own couch. You know, anytime people could do a cinema, that nice couch, the only piece of furniture we had. It was like an automatic thing where you could rest your head in because of the big circle.",13.21,1.0,excited
batch4_lefteye_funny_moments_compilation.wav,I'm dancing on this video. I'm sorry. This is my video. You know what I was looking at some pictures first out,7.5,0.92,excited
batch3_vh1_fashion_1995_002.wav,Tonight she's not feeling well. She couldn't be here. He's designed everything from hosiery,5.88,0.94,emphatic
batch3_grammy_1996_press_005.wav,"the year for Left Eye Productions. Stick together, learn from our mistakes, and, you know, just, well, you know,",10.0,0.865,emphatic
batch4_lisa_spiritual_journey_supernova_2001_009.wav,"And I want to live for a long time, so that's perfect, you know, just to me. <sigh> Usually it takes me a minute to write, but that one just...",8.01,1.0,excited
batch2_last_days_deleted_scenes_049.wav,"was so small that you might not even see him on your body. Okay, well I'm... If you have a dog and there's ticks on the dogs, they're not even that big. <sigh>",10.0,0.92,emphatic
batch4_lefteye_uk_interview_oct2001_005.wav,"They're just not happy. And I used to wish that my life would end, you know, if I was 20, I would say, oh, I can't stand it.",10.19,0.94,emphatic
batch4_lisa_spiritual_journey_supernova_2001_017.wav,"You know, I hope that people can put my album in and just listen to it from top to bottom and feel good.",6.34,0.94,excited
batch2_last_days_deleted_scenes_041.wav,"Heck no they ain't listening. For some reason y'all get like a strange itch or a rash, report it immediately because... Instead of a huge mosquito.",9.86,1.0,excited
batch3_crazysexycool_part1_008.wav,"<sigh> So that's a progression itself and I don't know if it has anything to do with the style progressing or the music progressing, but everything has progressed.",10.0,0.94,excited
batch2_last_days_deleted_scenes_037.wav,"First thing you do is you throw the toilet paper and throw it in the trash. Okay, then wash your hands Okay, the creek is on the other side of this fence",10.0,0.96,emphatic
batch2_homevideo_1989_dad_011.wav,"out of the storage room. And it comes to the room. They got older. No, my dad has no mercy for animals. He does not care. And he would not let the dog in the house where it's nice and warm. So my dad's grown.",12.85,0.96,emphatic
batch2_last_days_deleted_scenes_014.wav,"And it actually burned my skin. You know, that's how sensitive once you get out here and start cleansing and <sigh>",6.2,1.0,emphatic
pass3_latelick1_004.wav,"Oh, you can expect a variety. I mean, I'm sure some of the tracks will be orange. <sigh> I don't know. I mean, I haven't gotten any, but I am open, you know. I have a couple giving me some materials, a little bit of a...",10.0,0.96,excited
batch3_kids_choice_1999_001.wav,"See you can't see them now, it's daylight, but they light up. Now Chili's washing her socks, we're gonna take a look at the nominees.",10.0,0.94,emphatic
batch4_mtv_manicures_tlc_1994_005.wav,There she is right there quick. <sigh> Marie got me with a new style. My hers is on my head. <sigh>,7.25,1.0,emphatic
batch3_source_awards_1999_005.wav,"I see. <laugh> It was smoking. <sigh> Smoking? Yes. Ladies and gentlemen. Who is it? Everybody who came here tonight to support this event. Yeah, yeah. Performers, presenters, nominees, thanks to everybody for a great.",13.65,0.96,excited
confirmed_chunk_02_007.wav,"And what am I gonna pay my always has to change to keep everybody on their toes, you know we stay too much the same it's gonna get tired positive message because",8.25,0.96,excited
batch2_homevideo_1989_airplane_000.wav,This nut has to go to the bathroom real bad so he can't hold it and it's somebody in the men's bathroom So he goes in the women's bed <sigh>,7.95,1.0,emphatic
confirmed_chunk_03_008.wav,put into my record to bleed from the CD and out of your speaker. It was a little weird being in the presence of Tupac and <sigh>,9.95,0.94,emphatic
batch3_bet_videosoul_halloween94_001.wav,we represent those in each woman you know it's like I'm every woman I'm crazy sexy cool or I'm every you know switched over and just never just now,10.0,0.9,emphatic
batch4_lisa_writing_waterfalls_005.wav,"Marquez to write the song, but hey, came out, turned out to be our biggest hit, and it was my favorite song for more reasons.",10.45,0.96,emphatic
batch2_mtv_cut_ep1_006.wav,"With a 7.5, it has to be something that you didn't like. Okay. Now, Ryan, do you think that they could grant your wish?",8.22,0.96,emphatic
batch2_last_days_deleted_scene4.wav,"Guess who just gave me that card? The lady who was the wife of the manager at the butterfly farm who was supposed to go on staffing. <chuckle> She said, That's my little friend.",14.0,0.94,emphatic
batch3_arsenio_1993_hat2daback_000.wav,It mostly happens when we're running for planes and stuff. We got signed with Pebbles as being our manager. She's glamorous. Has anybody heard this riddle before? <sigh>,10.64,0.907,emphatic
pass3_latelick2_005.wav,drop but um the third single was i did yes it is well actually i did do a um a collaboration with in sync um it's called space cowboy <sigh>,10.0,0.94,emphatic
batch4_tlc_fanmail_fan_interview_1999_004.wav,"It was 16,000 acts like she's never nervous, but her eyes are this big. And I can't believe it or not, you guys have done the same thing for us. That's why we dedicate all of this stuff to the fans.",10.0,0.94,emphatic
batch2_mtv_cut_ep1_003.wav,"So far we straight now. Okay, Brian, what's up? 2.5, so that means Morning Wood has a backstage ready to try. So there's Nicole, Natasha, and the...",10.0,0.88,emphatic
batch2_homevideo_1989_dad_002.wav,"We get up 6 o'clock every morning. <sigh> This is how he wakes us up, okay? 6 o'clock. Everybody get out of my morning duty.",7.29,1.0,excited
batch2_mtv_cut_mcknight_001.wav,"Our first performers believe that music is a celebration, not a comfort. Dominica, was that a catchy song or what? Oh, yeah. I don't know if you caught that line in the song about you.",10.0,0.96,excited
batch3_mtv_cut_finals_015.wav,Now this is the finals of MTV's next starring in their own video on MTV. They're also winning a week's worth of recording time with the super producer.,10.0,0.9,emphatic
batch3_mtv_cut_finals_030.wav,"Wow! <sigh> That is a 21.5 for page 3. Next aspiring video star, check out a former gangbanger now banging beats for the...",10.0,0.9,emphatic
batch4_tlc_fanmail_fan_interview_1999_003.wav,"Usually I'm riding down the street, not even thinking about TLC and something just goes. This was our first night on tour. Never performed. Never in a crowd like that.",10.0,0.9,emphatic
batch4_lefteye_2001_mtv_supernova_promo_007.wav,"I think about what I'm going to be doing in 200 years. You know, it's a manifestation of, you know, I believe. You know, we got some tough skin here. You know, all we have to do is learn how to take care.",10.0,0.948,excited
batch3_mtv_cut_finals_029.wav,"and Drew Hill. So I will see y'all next time on <sigh> waiting backstage with a 20. Now, we're on the same page as",10.0,0.907,emphatic
confirmed_chunk_03_004.wav,Herbal experiences and I think we've done a pretty good job at sticking together. I've heard people say you just have to make the right choices if you do decide to have this gun. <sigh>,9.01,0.96,excited
batch4_lisa_spiritual_journey_supernova_2001_007.wav,"So, I definitely do want to use my music and my popularity to reach out. <sigh>",8.57,0.965,emphatic
batch4_lefteye_rare_home_footage_2002_000.wav,"The bush. I don't know what comes to your mind. This, my friends, is Studio 5. <sigh> 5, alright? This is where we make the hits.",10.0,0.94,emphatic
batch3_arsenio_1993_hat2daback_003.wav,"Well, I think they should be available. <sigh> I don't know about just passing them out, but they should definitely...",6.75,0.96,emphatic
batch4_lefteye_talking_about_aaliyah.wav,me the way that she went because there's so many ways i'm sure that there are people who are close,5.0,0.96,emphatic
batch2_last_days_deleted_scenes_011.wav,very high in minerals it has a pH balance of 8.9 I think I think it's 8.9 that's a high,10.0,0.94,emphatic
batch2_homevideo_1989_dad_003.wav,We all had more than duties. We had certain time to blow the story He goes to they sell a lot of them. I go downstairs in the kitchen six hamburgers,8.08,0.96,excited
confirmed_chunk_03_009.wav,everybody loves those like I can't put a song out talking about pimping and you know it's so oh yes yes,7.3,0.96,emphatic
pass3_latelick1_001.wav,putting together over and over again in my car I just could stop listening to it but the track was so jammy you did so yes I mean because I laid 20 bars I mean when I was in the studio,10.0,0.88,emphatic
batch4_tlc_grammy_rehearsal_2000.wav,and she know she ate and this is my breakfast but i was feeling even if we don't win we're going to,7.0,0.96,emphatic
batch2_blockparty_making_part1_006.wav,"These are just the new shoes that you're going to find in the stores hopefully by Christmas. All velcro, put what you want on. <sigh> Even your shoes. And these are two other shoes.",10.0,0.9,emphatic
confirmed_chunk_04_010.wav,"or who I am. Along my search, I know that there are... See, that is a very true thing. You know?",10.69,0.925,emphatic
batch2_last_days_deleted_scenes_004.wav,"This reminds me of when I was little. <sigh> Everything to do with your hair. While you're here, you don't know. <sigh> First time I cleansed, I almost went to jail.",10.0,0.96,excited
batch3_mtv_pointblank_gun_006.wav,his um you know he thinks before he um actually takes action oh if if my sister <sigh>,7.06,0.877,emphatic
confirmed_chunk_05_002.wav,I feel responsible for the things. This is a little face treat. Jesus!,8.85,0.965,emphatic
batch3_grammy_1996_press_003.wav,"I have an artist signed to LaFace coming out. I have an artist signed to Columbia Records coming out. <sigh> And I have other artists who aren't signed yet, now I'm trying to get deals. <sigh>",10.0,0.94,emphatic
batch2_last_days_deleted_scenes_042.wav,that is not a mosquito I told you a strange bite,7.13,0.925,emphatic
batch3_kids_choice_1999_005.wav,Well actually I didn't express interest in cutting out on the group. I just said that I couldn't 100% stand behind this project. <sigh>,8.97,0.88,excited
batch4_lisa_writing_waterfalls_000.wav,"and they played me the song. I instantly liked it. I instantly thought it was a hit. I loved it, so I took it back with me. <sigh>",8.66,1.0,emphatic
batch3_grammy_1996_press_001.wav,well first of all 10 million albums and how can we be broke kind of I can't go into everything right now but <sigh>,10.0,0.94,emphatic
batch2_mtv_cut_ep1_005.wav,Please put your hands up and we just saw Nick Tosh to perform grant my wish for that. What's the word on the cash?,7.27,0.96,emphatic
batch4_lefteye_uk_interview_oct2001_000.wav,what I put into it is really what I'm going to get out of it. I know how energy works and you know for the things that I say because there are a lot of children and I've ever wanted to do was help people. <sigh>,13.15,0.94,emphatic
pass3_lastdays_dvd_002.wav,We had to let everybody know. About things that you don't necessarily want to talk about when a man is in the room. You start swapping advice. <sigh>,10.85,1.0,emphatic
batch2_mtv_cut_mcknight_000.wav,own music video airing right tonight because picking a winner is not going to be easy but what we're going to do right now is we're going to get the music started <sigh>,9.91,0.96,emphatic
batch4_lefteye_2001_mtv_supernova_promo_002.wav,"as many people as I can through my music and through love and through healing. You know, so I want that same energy that I have and the same love that I put into my record from the CD and out of your speakers.",10.0,0.96,excited
batch2_last_days_deleted_scenes_008.wav,"These are the saunas. Alright, the way these are built is the same hot water that's coming out those tanks, running through here. And the doors are closed and everything so there's a lot of steam coming out.",10.0,0.96,excited
confirmed_chunk_01_005.wav,I'm supernova because the supernova is it's a rare star and it increases the chairs that we sat in.,7.43,0.96,emphatic
batch4_lisa_spiritual_journey_supernova_2001_008.wav,There's a few tracks that are close to me on the album. One is let me live Because of the message in it,7.17,1.0,emphatic
pass3_latelick2_004.wav,and her songs were so great that I figured let's get a couple of girls. It took us two years to find two girls at home. And I also did a collaboration with Maya. I also did a collaboration with Black Ivory.,10.0,0.9,emphatic
batch3_crazysexycool_part1_017.wav,you can walk out in the street there for a big surprise. And I can account for what I do because I'm a grown-up.,6.08,1.0,excited
batch2_blockparty_making_part1_007.wav,"of our leading. Next, we're going to do some more of these shots, different angles. This is really a street we're walking down. It's all green screen right now.",10.0,0.865,emphatic
batch4_lisa_spiritual_journey_supernova_2001_013.wav,sounds like you said them today. Some things I can't even put on. And I do believe that.,7.12,1.0,emphatic
batch2_homevideo_1989_dad_005.wav,"To the meat from the ketchup. And it's cold. <sigh> Hamburgers for breakfast, lunch. And we get home, we got hamburgers for dinner. <sigh>",7.12,0.96,excited
batch3_kids_choice_1999_012.wav,"Threat? Never. <sigh> Opportunity is plenty. So, you know, we're not bad.",7.08,0.873,emphatic
confirmed_chunk_03_007.wav,"Um, doesn't really matter at this point. I guess you can go around.",6.44,1.0,excited
batch2_last_days_deleted_scenes_003.wav,"They want to sting you. So if you leave your door open by accident and a mosquito gets in your room, your whole night, nine times out of 10, is gonna be ruined unless you hunt that mosquito down. And kill it.",10.0,0.96,excited
batch2_last_days_deleted_scenes_045.wav,"You go up and you eat it. Right? <sigh> All of these green leaves, let me tell you what leaves not to eat when we get back up there. There's this poisonous plant up there that I don't want nobody to eat. If you get bit by a snake, you want to grab a leaf. The chlorophyll thins out your blood. So when you get a snake bite...",14.98,0.96,excited
batch2_blockparty_making_part2.wav,"It's going beautiful. It's a big block party, first of all. There's a lot of children involved. The song touches on, you know, things.",14.0,0.865,emphatic
batch3_mtv_pointblank_gun_009.wav,"Life, there are consequences to the choices that you make, so whoever did that is going to have to answer to those consequences. <sigh> But there are several people around me who do own them, and from talking to them, I do know that guns give them a sense of power. <sigh>",13.98,0.948,excited
batch4_lefteye_uk_choice_interview_oct2001_003.wav,wild person but if you're gonna compare me to the other two group members you know I have probably had the <sigh>,9.58,0.96,emphatic
batch3_arsenio_1992_baby_002.wav,"Yeah. Well, that's not it. I mean, they have a problem with the condoms, lyrical content, you know, because we use a lot of double standards in our own. <sigh>",10.0,1.0,emphatic
confirmed_chunk_00_001.wav,"you think you can make some quick money and get out of it. You know, with anything that you do, you've got to know the business. You've got to purchase with them. All kind of sounds on themselves. I mean, unless this is what you love to do.",10.0,0.865,emphatic
pass3_wendy1_000.wav,"All right. Me and I made it to a little bit longer than what they are lasting, but. Yeah. <sigh> Let's see. I weigh about a buck or five. A six and girl.",10.0,1.0,emphatic
batch4_lefteye_1997_vmas_003.wav,"We've been negotiating with Dallas for about 10 months, and we're having some problems with the cost of what he wants to charge us. So we don't know.",10.0,0.887,emphatic
batch4_lefteye_2001_mtv_supernova_promo_008.wav,"<laugh> You know, and that's the path that I'm on. So, you know, I hope to do a lot of great things. I personally do not believe in death. <sigh>",10.0,0.96,emphatic
pass3_wendy1_001.wav,And what was the other question? Most definitely. Get a lot of married to her uncle. So I'm family and I heard that she's only inviting family.,10.0,0.96,emphatic
batch3_mobo_awards_2000_p2_005.wav,"Which artist this year will receive the Moble Award for Contribution to Music in... Unlike your hair, Trev. No. I had a greater night. No, I had...",10.0,0.9,emphatic
batch2_mtv_cut_mcknight_005.wav,What did you think about? Emma and I are trying to take the lead and make this. And it's coming back to our semi-finals. This is the last chance for somebody to beat them and come back to compete.,10.0,0.9,excited
batch4_lefteye_mtv_style_2000_000.wav,"fun, edgy. As with the piece that I'm wearing now, the favorites, it is from our women's collection. It is a mohair dress. <sigh> When I put these dresses on, it's so pretty.",10.0,0.9,emphatic
batch3_mtv_pointblank_gun_002.wav,"then good things happen if you do bad things. It's not the guns who hurt people, it's the people who hurt people. So you just have to make the right choices if you do decide to have this gun. <sigh>",9.45,0.877,excited
batch2_blockparty_making_part3_007.wav,Remy and it's a great song and it's a great video and if the video was shot by Hype Williams directed by the hyphen I <sigh> EYE <sigh> And I hope you like it <laugh>,10.0,0.9,emphatic
batch4_mtv_manicures_tlc_1994_008.wav,"So, you know, I guess this is just what we chose to go with. And sometimes we don't even know what we're going to go with. We surprise ourselves. It's just take it away. It's the Blumenau. The Blumenau. <sigh>",10.67,0.94,excited
batch3_kids_choice_1999_002.wav,"Hurry up, I got a load of whites to wash. Move out. My name is Left Eye because this guy was attracted to me because my left eye. So Left Eye.",10.0,0.9,emphatic
batch3_crazysexycool_part2_004_reseg00_fsplit00.wav,"That's kind of hard to say if I regret anything because there's a lot of things they've happened, you know It's like okay this thing even though it was bad got me to the next",10.0,1.0,emphatic
batch3_mobo_awards_2000_p2_004.wav,"It might be good, or it might be like the chemicals we pump into our poor helpless chicks. It almost comes to define the music they make. Here to tell us...",10.0,0.96,emphatic
batch4_lisa_success_of_csc_001.wav,on the album as much as I would have liked to have been. <sigh> And so that was my problem. That was my problem.,10.0,1.0,emphatic
batch3_mobo_awards_2000_p1_005.wav,"star on FM Best R&B Act Award. Now please welcome on stage an artist who has grown from the garage. Well, in the States we say garage. <sigh>",10.0,0.96,emphatic
batch2_last_days_deleted_scenes_013.wav,take advantage of the water while you're here for 30 days because when you get back home the first time I came out here and went back home water you could smell it you know just from having been out here and taking a break from it,10.0,0.9,excited
batch3_mtv_cut_finals_033_reseg00_fsplit03.wav,"David, did Anastasia wow you? Gonna be big enough to beat Ill Harmonix with a 21. That's big enough for both of y'all. Y'all should know a good voice when you hear one.",10.0,0.88,emphatic
batch3_mtv_cut_finals_033_reseg00_fsplit02.wav,"Now, have you been approached a lot by different record labels and stuff since you've been on the cut? It's going to be good enough to take the lead from Chris Wilson, who has...",10.0,0.94,excited
batch3_mtv_cut_finals_033_reseg00_fsplit00.wav,"With a 21.5, here he is ready to ice the audience with Freeze Up. <sigh> That is a good look. It looks like he is still.",10.0,0.907,emphatic
batch3_kids_choice_1999_000.wav,"Okay. Yeah, very refreshing. <laugh> Very refreshing. Makes us feel like we have a chance to almost start all over again. Get the lights.",10.0,0.9,emphatic
batch3_mtv_cut_finals_019.wav,"going to be good enough to take the lead from Chris Wilson. David, did Anastasia wow you? Four acts to go. Three, he is a cool cat.",10.0,0.9,emphatic
batch3_vh1_fashion_1995_000.wav,"She's sick? Well, it's not that kind of sick. She just, um, she's got to rest for like six weeks. Oh, really? So she couldn't be here. So we can't perform or anything like that. It's not nothing serious, but it's taken care of. <sigh>",12.65,0.96,emphatic
batch3_mobo_awards_2000_p1_004.wav,Mr. Al to present the best reggae act. Please welcome a man who almost looks better and like her than me. <laugh> Colin Jackson and the sexiest soul.,10.0,0.9,emphatic
batch3_source_awards_1999_000.wav,"<sigh> That's right, joining him from the streets of Boston, a hot new group whose album is out next. <sigh> Now see, I knew it. Nobody would admit that. <sigh> But that's all that. <sigh>",10.6,0.94,excited
pass3_lastdays_dvd_011.wav,"similar to the point where we almost clashed. We both Gemini's, and it was almost like four people being in a room. You know, and um...",10.95,1.0,emphatic
confirmed_chunk_00_007.wav,"tonight? <chuckle> Uh, yeah, actually I had a very good time at the show right now. I'm just wandering around. I want to tell everybody and then there's 10% who do and they don't want the other 85%.",10.0,0.9,emphatic
batch3_mtv_cut_finals_033_reseg00_fsplit01.wav,She is the definition of the phrase you cannot judge a book by its cover. I go home somebody says what's up with that girl Anastasia. <sigh>,10.0,0.9,emphatic
batch4_lisa_spiritual_journey_supernova_2001_002.wav,"I don't know. I just, I was drinking. So that, one day I just woke up and said, oh, I can't take this anymore. I can't take it anymore. <sigh>",8.57,1.0,emphatic
batch2_homevideo_1989_house_tour_003.wav,creation okay these walls were decorated by me painted by me they peeled by themselves but we're going to keep it like that because it looks good and this is my astrology <sigh>,10.26,0.94,emphatic
confirmed_chunk_05_000.wav,"that I say because there are a lot of children and not even children, just a lot of people who... Let's see, ignorance. <sigh>",7.66,0.912,emphatic
batch3_mtv_cut_finals_033_reseg00_fsplit04.wav,"These guys beat you to it. Gonna break open the hip hop world like a pin-yak of you guys winning, y'all. You and the girls have what it takes to beat.",10.0,0.88,emphatic
batch2_last_days_deleted_scenes_007.wav,"that comes out of the ground hot. <sigh> Okay? Feel the water. Oh, seasons, rainy seasons. Two seasons here, rainy and dry. It's not like spring, summer, winter, and fall.",10.0,0.96,excited
confirmed_chunk_00_011.wav,"<laugh> I don't know which one it was, but I just know. Recording costs, video costs. So now we have $2.6 million.",10.0,0.9,emphatic
batch2_homevideo_1989_dad_001.wav,"He was, you never have a dad that's so strict. Me and my sister and my brother, we all have to get up 6 o'clock in the morning. Now he's a sergeant, he's in the army so. <sigh>",9.7,0.96,excited
batch2_mtv_cut_ep1_008.wav,"Not if it's up to your competition. Born in Madisonville, Kentucky, he calls himself the Mike Control. Says that he is all purpose. Take a look. Deep or confused? <sigh>",10.28,1.0,emphatic
batch2_last_days_deleted_scenes_043.wav,"or a rash, report it immediately. <laugh> What we're going to try to do here is everything the natural way. So trust me, they got something for you. We got salve.",9.52,1.0,excited
confirmed_chunk_02_005.wav,"Where do I start? Let's see, I think that, uh... Watch her. I take a lot of pointers from her.",8.69,0.94,emphatic
batch2_last_days_deleted_scenes_001.wav,like the better. I mean it couldn't have grew that much. Because I still have split ends for some reason.,10.0,0.925,excited
batch2_millionaire_hd_001.wav,"400 programs dealing in education, community services. Plenty of substance? Well, no, I drink juice, water, drink semen. I would recommend it for everyone.",10.0,0.9,excited
batch3_crazysexycool_part1_019_reseg01.wav,"Who produces or who wrote this? And it's normally men. And men have written many more love songs. Many. You know what I'm saying? They don't know how to communicate with their woman, so I guess it's just their way of getting it out. Can't say it, but I write a song.",13.67,0.88,emphatic
batch2_last_days_deleted_scenes_000.wav,"<sigh> I read in a magazine, who would I tell that I read that if your hair is wet, the day I wet my hair, I take it right. So, yeah.",10.0,0.96,excited
confirmed_chunk_01_006.wav,"I look at the way his life. <sigh> I was drinking, so that fueled a lot of situations. To me is what you choose for yourself.",10.0,1.0,emphatic
batch2_last_days_deleted_scenes_029.wav,"Yeah, I'm gonna see man and women another thing is guys when women drink that stuff it makes them aggressive That's why every time I'm coming here and I get charged up and I go back home. I'll be",10.0,0.907,emphatic
batch3_mobo_awards_2000_p2_002.wav,"a musician, and he's here right now, ladies and gentlemen, MJ. That's my next outfit. <chuckle>",10.0,0.965,emphatic
batch3_crazysexycool_part1_011.wav,"had been thrown around since the first album to redo a Prince song. We didn't know which song it would be, like an album. <sigh> What actually happened was one of our producers was going to redo If I Was Your Girlfriend for Mary J. Blige.",13.56,1.0,emphatic
confirmed_chunk_02_000.wav,"album, you know, it's very important to me that I reach as many people as I can through my music. For better or lack of words, I do believe that there is an afterlife.",10.45,0.96,excited
batch4_lefteye_uk_interview_oct2001_009.wav,Changing. I'm going through a major transformation period right now. <sigh> And I'm not left eye anymore. I'm only left eye with TLC.,9.53,1.0,emphatic
batch2_millionaire_hd_004.wav,dodecahedron and I kind of created that and I do all the computer graphics. Good for you. So a guy gave me a pick up line and he said he was attracted to my left eye. <sigh>,10.0,0.948,emphatic
batch4_tlc_tmf_dutch_interview_1999_003.wav,"Yeah, the style in the second video, which is unpretty, is a little bit different than the first video. And this album, <gasp> Fan Mail, is very universal. <sigh>",9.67,1.0,emphatic
pass3_latelick2_003.wav,next left eye but anyway if i knew her for a couple years before the group actually got together <sigh> um she is a writer she wrote five of the songs on the album,10.0,0.88,emphatic
batch4_mtv_manicures_tlc_1994_000.wav,"Well, we don't have much to work with. Doesn't really matter at this point. I guess you can go around. I'll say it, but never make it.",8.7,0.96,excited
pass3_latelick1_002.wav,"writing the rap I had too much for what they had given me room for. <sigh> You know, so before I cut my rap out, you know, I just, could you guys please give me more space? <sigh> So baby tell me what's up?",10.0,0.9,excited
batch2_mtv_cut_ep1_001.wav,"on MTV. <sigh> Now, let's get to the first empire, Left. How do you score a Morning Woods performance? <sigh> Morning.",8.25,0.96,emphatic
batch2_blockparty_making_part3_005.wav,"Okay, my name is Left Eye and um... The video, are they watching it? Like is this for a video show?",10.0,0.905,emphatic
confirmed_chunk_04_004.wav,and now that i have found me i'm very influenced by music and um the only thing i've ever wife,8.26,1.0,emphatic
batch4_lisa_success_of_csc_007.wav,"I guess when people look at TLC, they see something that's authentic and they can...",6.59,1.0,emphatic
